count_bonus_carres,E,A,C,J,H,a,b,c,d,e,f,h,i,j
1,49025,34003,35765,60421,59395,1156204009,4775012641,1279135225,2526381841,2403450625,2280519409,3527766025,31888609,3650697241
1,49130,20230,46478,66470,51646,409252900,4671813316,2160204484,4164708484,2413756900,662805316,2667309316,155700484,4418260900
1,49348,26572,45668,64532,52772,706071184,4514037904,2085566224,3814720144,2435225104,1055730064,2784883984,356412304,4164379024
1,49405,39487,43009,57641,55063,1559223169,3913564825,1849774081,2731404937,2440854025,2150303113,3031933969,968143225,3322484881
1,49555,18095,46145,67705,52745,327429025,4910304025,2129361025,4257630025,2455698025,653766025,2782035025,1092025,4583967025
1,49555,23903,46145,65879,52745,571353409,4666379641,2129361025,4013705641,2455698025,897690409,2782035025,245016409,4340042641
1,49651,32431,45311,62279,53641,1051769761,4290808921,2053086721,3466538761,2465221801,1463904841,2877356881,639634681,3878673841
1,49725,36405,44775,60165,54225,1325324025,4087602225,2004800625,3152052225,2472575625,1793099025,2940350625,857549025,3619827225
1,49855,26845,42067,65195,56581,720654025,4966276561,1769632489,3534499489,2485521025,1436542561,3201409561,4765489,4250388025
1,49946,29354,42874,64246,56134,861657316,4783971556,1838179876,3471125476,2494602916,1518080356,3151025956,205234276,4127548516
1,50375,17825,48577,68975,52111,317730625,4935466321,2359724929,4579634929,2537640625,495646321,2715556321,139814929,4757550625
1,50456,18424,46984,68936,53704,339443776,5090483776,2207496256,4413860416,2545807936,677755456,2884119616,1132096,4752172096
1,50505,36519,39333,61383,59619,1333637361,4771542825,1547084889,2764202553,2550755025,2337307497,3554425161,329967225,3767872689
1,50550,28110,45390,65730,55230,790172100,4815483300,2060252100,3825382500,2555302500,1285222500,3050352900,295121700,4320432900
1,50575,20825,47845,68425,53165,433680625,4950667225,2289144025,4413294025,2557830625,702367225,2826517225,164994025,4681980625
1,50661,30771,47889,64701,53289,946854441,4459400001,2293356321,3913038801,2566536921,1220035041,2839717521,673673841,4186219401
1,50700,27300,42780,66300,57540,745290000,5136051600,1830128400,3655328400,2570490000,1485651600,3310851600,4928400,4395690000
1,50830,37214,45770,61502,55430,1384881796,4271292004,2094892900,3293700004,2583688900,1873677796,3072484900,896085796,3782496004
1,50881,29479,43169,65641,57569,869011441,5034054481,1863562561,3583427281,2588876161,1594325041,3314189761,143697841,4308740881
1,50895,35019,41769,62883,58617,1226330361,4799923353,1744649361,3108620025,2590301025,2071982025,3435952689,380678697,3954271689
1,51000,39480,43944,60360,57192,1558670400,4313254464,1931075136,2973404736,2601000000,2228595264,3270924864,888745536,3643329600
1,51272,26248,47288,67592,54968,688957504,4961341504,2236154944,4176015424,2628817984,1081620544,3021481024,296294464,4568678464
1,51357,18753,47823,70167,54663,351675009,5273910009,2287039329,4572905769,2637541449,702177129,2988043569,1172889,4923407889
1,51545,27755,43493,67405,58499,770340025,5308680001,1891641049,3778188049,2656887025,1535586001,3422133001,5094049,4543434025
1,51675,35139,50415,64077,52905,1234749321,4234495329,2541672225,3977228529,2670305625,1363382721,2798939025,1106115921,4105861929
1,51701,39091,45241,61789,57439,1528106281,4444125841,2046748081,3191635201,2672993401,2154351601,3299238721,901860961,3817880521
1,51850,14062,50390,71966,53270,197739844,5328375556,2539152100,5029834756,2688422500,347010244,2837692900,48469444,5179105156
1,51867,30483,44523,66717,58293,929213289,5159046249,1982297529,3743269929,2690185689,1637101449,3398073849,221325129,4451158089
1,51900,11940,50772,72420,53004,142563600,5360470416,2577795984,5128842384,2693610000,258377616,2809424016,26749584,5244656400
1,51935,38023,46765,62839,56635,1445748529,4459018921,2186965225,3438460921,2697244225,1956027529,3207523225,935469529,3948739921
1,52000,18400,50144,71200,53792,338560000,5259019264,2514420736,4879860736,2704000000,528139264,2893579264,148980736,5069440000
1,52020,21420,49212,70380,54684,458816400,5237603856,2421820944,4669084944,2706080400,743075856,2990339856,174556944,4953344400
1,52235,29047,46903,67921,57071,843728209,5141866057,2199891409,4084658425,2728495225,1372332025,3257099041,315124393,4613262241
1,52258,19082,48662,71398,55622,364122724,5460582724,2367990244,4734766084,2730898564,727031044,3093806884,1214404,5097674404
1,52275,20451,48615,71043,55695,418243401,5416365249,2363418225,4677850449,2732675625,787500801,3101933025,48986001,5047107849
1,52390,28210,44206,68510,59458,795804100,5484161764,1954170436,3903078436,2744712100,1586345764,3535253764,5262436,4693620100
1,52520,32456,41320,66808,61720,1053391936,5514316864,1707342400,3412300864,2758350400,2104399936,3809358400,2383936,4463308864
1,52585,31135,42377,67535,61111,969388225,5530348321,1795810129,3591604129,2765182225,1938760321,3734554321,16129,4560976225
1,52780,36316,43316,65212,60788,1318851856,5162057488,1876275856,3343152400,2785728400,2228304400,3695180944,409399312,4252604944
1,52910,38258,41206,64306,62458,1463674564,5236795300,1697934436,3033727972,2799468100,2565208228,3901001764,362140900,4135261636
1,52925,38807,46355,64001,58765,1505983249,4748397601,2148786025,3443858401,2801055625,2158252849,3453325225,853713649,4096128001
1,53040,38832,47760,64176,57840,1507924224,4650782976,2281017600,3586334976,2813241600,2040148224,3345465600,975700224,4118558976
1,53070,23838,52266,71166,53862,568250244,5149289700,2731734756,4979909412,2816424900,652940388,2901115044,483560100,5064599556
1,53095,34153,47005,66871,58555,1166427409,5081339641,2209470025,3862121641,2819079025,1776036409,3428688025,556818409,4471730641
1,53125,41125,45775,62875,59575,1691265625,4680180625,2095350625,3226350625,2822265625,2418180625,3549180625,964350625,3953265625
1,53159,19411,49501,72629,56581,376786921,5650501921,2450349001,4899441361,2825879281,752317201,3201409561,1256641,5274971641
1,53235,28665,44919,69615,60417,821682225,5662496889,2017716561,4029999561,2833965225,1637930889,3650213889,5433561,4846248225
1,53380,20620,49436,72620,57052,425184400,5679170704,2443918096,4868158096,2849424400,830690704,3254930704,19678096,5273664400
1,53430,35070,43926,66930,61482,1229904900,5404896324,1929493476,3554353476,2854764900,2155176324,3780036324,304633476,4479624900
1,53465,22015,50579,72335,56203,484660225,5532623209,2558235241,4932081241,2858506225,784931209,3158777209,184389241,5232352225
1,53505,26883,50481,70731,56367,722695689,5317328025,2548331361,4688420697,2862785025,1037149353,3177238689,408242025,5002874361
1,53625,18975,51711,73425,55473,360050625,5592843729,2674027521,5189617521,2875640625,561663729,3077253729,158437521,5391230625
1,53650,25130,51098,71590,56086,631516900,5392444996,2611005604,4857811204,2878322500,898833796,3145639396,364200004,5125128100
1,53650,42194,44030,63058,61790,1780333636,4915992964,1938640900,3036629764,2878322500,2720015236,3818004100,840652036,3976311364
1,53788,31612,46172,69188,60452,999318544,5548274704,2131853584,4025683984,2893148944,1760613904,3654444304,238023184,4786979344
1,53890,38810,49102,65590,58286,1506216100,4795173796,2411006404,3808922404,2904132100,1999341796,3397257796,1013090404,4302048100
1,53920,29984,48416,70112,58912,899040256,5478949888,2344109056,4352435200,2907366400,1462297600,3470623744,335782912,4915692544
1,54060,19740,50340,73860,57540,389667600,5843667600,2534115600,5066931600,2922483600,778035600,3310851600,1299600,5455299600
1,54060,26076,50340,71868,57540,679957776,5553377424,2534115600,4776641424,2922483600,1068325776,3310851600,291589776,5165009424
1,54080,29120,45632,70720,61376,847974400,5843685376,2082279424,4158951424,2924646400,1690341376,3767013376,5607424,5001318400
1,54145,39641,48755,65513,59045,1571408881,4846584169,2377050025,3737322169,2931681025,2126039881,3486312025,1016777881,4291953169
1,54325,41075,45635,64925,61805,1687155625,5083908025,2082553225,3346603225,2951205625,2555808025,3819858025,818503225,4215255625
1,54500,36020,41084,68140,65212,1297440400,5925414544,1687895056,3360704656,2970250000,2579795344,4252604944,15085456,4643059600
1,54665,37613,44863,67541,62959,1414737769,5537360137,2012688769,3586213225,2988262225,2390311225,3963835681,439164313,4561786681
1,54735,39333,43419,66669,64083,1547084889,5555466225,1885209561,3334044897,2995920225,2657795553,4106630889,436374225,4444755561
1,54910,22610,51946,74290,57722,511212100,5835725284,2698386916,5202282916,3015108100,827933284,3331829284,194490916,5519004100
1,54925,29575,46345,71825,62335,874680625,6027727225,2147859025,4289934025,3016755625,1743577225,3885652225,5784025,5158830625
1,54961,20069,51179,75091,58499,402764761,6040079761,2619290041,5237236801,3020711521,804186241,3422133001,1343281,5638658281
1,55250,19550,53278,75650,57154,382202500,5936939716,2838545284,5508905284,3052562500,596219716,3266579716,168185284,5722922500
1,55250,40450,49750,66850,60250,1636202500,5046422500,2475062500,3891422500,3052562500,2213702500,3630062500,1058702500,4468922500
1,55250,42770,47606,65390,61958,1829272900,5062083364,2266331236,3489620836,3052562500,2615504164,3838793764,1043041636,4275852100
1,55315,39997,43079,67229,65297,1599760009,5723687425,1855800241,3315789457,3059749225,2803708993,4263698209,395811025,4519738441
1,55605,30921,49929,72303,60753,956108241,5826734793,2492905041,4628712825,3091916025,1555119225,3690927009,357097257,5227723809
1,55709,32741,47821,71659,62611,1071973081,5951656921,2286848041,4318367641,3103492681,1888617721,3920137321,255328441,5135012281
1,55770,30030,47058,72930,63294,901800900,6214622436,2214455364,4422947364,3110292900,1797638436,4006130436,5963364,5318784900
1,55862,20398,52018,76322,59458,416078404,6239738404,2705872324,5410356964,3120563044,830769124,3535253764,1387684,5825047684
1,56185,13885,55115,78235,57235,192793225,6239806225,3037663225,6001624225,3156754225,311884225,3275845225,73702225,6120715225
1,56225,12935,55003,78455,57421,167314225,6291107641,3025330009,6019266409,3161250625,303234841,3297171241,31393609,6155187025
1,56290,34190,53210,71890,59210,1168956100,5505432100,2831304100,4830912100,3168564100,1506216100,3505824100,831696100,5168172100
1,56355,23205,52971,76245,59547,538472025,6183259209,2805926841,5443340841,3175886025,908431209,3545845209,168512841,5813300025
1,56355,23205,53313,76245,59241,538472025,6146910081,2842275969,5479689969,3175886025,872082081,3509496081,204861969,5813300025
1,56355,41259,50745,68187,61455,1702305081,5250297969,2575055025,4048635969,3175886025,2303136081,3776717025,1101474081,4649466969
1,56425,36295,47425,71065,64175,1317327025,5984884225,2249130625,4115584225,3183780625,2251977025,4118430625,382677025,5050234225
1,56550,38910,46410,69870,65130,1513988100,5925831300,2153888100,3837802500,3197902500,2558002500,4241916900,469973700,4881816900
1,56615,30485,47771,74035,64253,929335225,6404371009,2282068441,4557991441,3205258225,1852525009,4128448009,6145441,5481181225
1,56744,37064,51784,71176,61304,1373740096,5604321856,2681582656,4527724096,3219881536,1912038976,3758180416,835441216,5066022976
1,56763,20727,52857,77553,60417,429608529,6442643529,2793862449,5586292089,3222038169,857784249,3650213889,1432809,6014467809
1,56869,24221,52319,76691,61081,586656841,6378314881,2737277761,5384704081,3234083161,1083462241,3730888561,89851441,5881509481
1,56875,20125,54845,77875,58835,405015625,6291307225,3007974025,5837724025,3234765625,631807225,3461557225,178224025,6064515625
1,56875,38675,46249,70525,65807,1495755625,6069571249,2138970001,3877980001,3234765625,2591551249,4330561249,399960001,4973775625
1,57290,31858,51442,74494,62594,1014932164,6185220772,2646279364,4913491300,3282144100,1650796900,3918008836,379067428,5549356036
1,57375,44415,49437,67905,64341,1972692225,5458962681,2444016969,3763215369,3291890625,2820565881,4139764281,1124818569,4611089025
1,57460,30940,48484,75140,65212,957283600,6596972944,2350698256,4695066256,3301651600,1908236944,4252604944,6330256,5646019600
1,57460,42068,51740,69524,62660,1769716624,5458210576,2677027600,4208962576,3301651600,2394340624,3926275600,1145092624,4833586576
1,57630,33870,49470,74130,64770,1147176900,6369192900,2447280900,4621320900,3321216900,2021112900,4195152900,273240900,5495256900
1,57664,21056,53696,78784,61376,443355136,6648795136,2883260416,5765042176,3325136896,885231616,3767013376,1478656,6206918656
1,57681,29529,53199,76041,61839,871961841,6279197841,2830133601,5285269521,3327097761,1368926001,3824061921,374997681,5782233681
1,57720,41736,44952,70152,68136,1741893696,6232219200,2020682304,3610387008,3331598400,3052809792,4642514496,430977600,4921303104
1,57800,23800,54680,78200,60760,566440000,6466177600,2989902400,5764302400,3340840000,917377600,3691777600,215502400,6115240000
1,58305,31395,49197,76245,66171,985646025,6792428241,2420344809,4834171809,3399473025,1964774241,4378601241,6517809,5813300025
1,58370,23030,56602,79270,60086,530380900,6487003396,3203786404,6080462404,3407056900,733651396,3610327396,327110404,6283732900
1,58435,40207,47957,72199,67301,1616602849,6327470977,2299873849,4097920225,3414649225,2731378225,4529424601,501827473,5212695601
1,58500,20700,56412,80100,60516,428490000,6655946256,3182313744,6176073744,3422250000,668426256,3662186256,188553744,6416010000
1,58565,21385,54535,80015,62335,457318225,6858193225,2974066225,5946607225,3429859225,913111225,3885652225,1525225,6402400225
1,58565,28249,54535,77857,62335,798006001,6517505449,2974066225,5605919449,3429859225,1253799001,3885652225,342213001,6061712449
1,58565,42877,52735,70861,63865,1838437129,5670160321,2780980225,4372402321,3429859225,2487316129,4078738225,1189558129,5021281321
1,58975,32795,52955,76685,64435,1075512025,6554407825,2804232025,5206770625,3478050625,1749330625,4151869225,401693425,5880589225
1,59085,36513,46485,75159,69435,1333199169,6979057281,2160855225,4318693281,3491037225,2663381169,4821219225,3017169,5648875281
1,59150,31850,49910,77350,67130,1014422500,6990736900,2491008100,4975308100,3498722500,2022136900,4506436900,6708100,5983022500
1,59245,24395,56047,80155,62279,595116025,6793527841,3141266209,6056120209,3509970025,963819841,3878673841,226412209,6424824025
1,59450,23258,56090,80794,62630,540934564,6915884836,3146088100,6139456036,3534302500,929148964,3922516900,152720164,6527670436
1,59450,29870,56090,78590,62630,892216900,6564602500,3146088100,5788173700,3534302500,1280431300,3922516900,504002500,6176388100
1,59466,21714,55374,81246,63294,471497796,7070837796,3066279876,6130987236,3536205156,941423076,4006130436,1572516,6600912516
1,59500,46060,51268,70420,66724,2121523600,5870818576,2628407824,4047134224,3540250000,3033365776,4452092176,1209681424,4958976400
1,59551,34999,51119,76601,66929,1224930001,6800882641,2613152161,4934543761,3546321601,2158099441,4479491041,291760561,5867713201
1,59670,43686,53730,72198,65070,1908466596,5886147204,2886912900,4538955204,3560508900,2582062596,4234104900,1234870596,5212551204
1,59995,32305,50623,78455,68089,1043613025,7191898921,2562688129,5118475129,3599400025,2080324921,4636111921,6901129,6155187025
